11444 1 0.00209248616082
11444 2 0.00209248616082
11444 3 0.00209248616082
11444 4 0.00209248616082
11444 5 0.00209248616082
11444 6 0.00209248616082
11445 1 0.00413260551295
11445 2 0.00413260551295
11445 3 0.00413260551295
11445 4 0.00413260551295
11445 5 0.00413260551295
11445 6 0.00413260551295
11446 1 0.00318470141025
11446 2 0.00318470141025
11446 3 0.00318470141025
11446 4 0.00318470141025
11446 5 0.00318470141025
11446 6 0.00318470141025
11447 1 0.00857044902654
11447 2 0.00857044902654
11447 3 0.00857044902654
11447 4 0.00857044902654
11447 5 0.00857044902654
11447 6 0.00857044902654
