eid,b1_mctype,b2_mctype,b1tau_mctype,b2tau_mctype
15535,Dstarstar_res,Dl,NoTau,NoTau
15536,Had,Dl,NoTau,NoTau
15537,Had,Had,NoTau,NoTau
15538,Had,Dstarl,NoTau,NoTau
15539,Dstarstar_nonres,Had,NoTau,NoTau
15540,Had,Had,NoTau,NoTau
15541,Had,Dstarl,NoTau,NoTau
15542,Dstarstar_res,Dstarstar_res,NoTau,NoTau
15543,Dstarstar_res,Dstarstar_res,NoTau,NoTau
15544,Had,Dstarstar_nonres,NoTau,NoTau
15545,Dstarstar_res,Dstarl,tau_h,NoTau
15546,Dstarl,Dstarstar_res,NoTau,NoTau
15547,Dstarl,Dstarl,NoTau,NoTau
15548,Dstarl,Had,NoTau,NoTau
15549,Had,Had,NoTau,NoTau
15550,Dstarl,Dstartau,NoTau,tau_h
15551,Dstarl,Dstarl,NoTau,NoTau
15552,Had,Had,NoTau,NoTau
15553,Had,Dstarl,NoTau,NoTau
15554,Dstartau,Had,tau_h,NoTau
15555,Had,Had,NoTau,NoTau
15556,Had,Had,NoTau,NoTau
15557,Had,Had,NoTau,NoTau
15558,Dstarl,Dstarl,NoTau,NoTau
15559,Dstarl,Dtau,NoTau,tau_e
15560,SL,Had,NoTau,NoTau
15561,Dstarl,Dstarl,NoTau,NoTau
15562,Had,Dstarl,NoTau,NoTau
15563,Had,Dstarl,NoTau,NoTau
15564,Dl,Had,NoTau,NoTau
15565,Had,Dstarl,NoTau,NoTau
15566,Dl,Dstarstar_res,NoTau,NoTau
15567,Dstarl,Dstarl,NoTau,NoTau
15568,Dstarl,Had,NoTau,NoTau
15569,Dstarl,Dstarl,NoTau,NoTau
15570,Dstarl,Dstarstar_res,NoTau,NoTau
15571,Dstarl,Dstarstar_res,NoTau,NoTau
15572,Dstarstar_res,Had,NoTau,NoTau
15573,Dl,Dstarstar_res,NoTau,NoTau
15574,Dl,Had,NoTau,NoTau
15575,Dstarstar_res,Dstarl,NoTau,NoTau
15576,Dstarl,Had,NoTau,NoTau
15577,Had,Had,NoTau,NoTau
15578,Had,Dstarl,NoTau,NoTau
15579,Had,Dstarl,NoTau,NoTau
15580,Had,Had,NoTau,NoTau
15581,Dstarl,Dl,NoTau,NoTau
15582,Had,Dstarl,NoTau,NoTau
15583,Dstarstar_res,Dstarstar_res,NoTau,NoTau
15584,Dstarl,Had,NoTau,NoTau
15585,Had,Dstarl,NoTau,NoTau
15586,Dstarl,Had,NoTau,NoTau
15587,Had,Had,NoTau,NoTau
15588,Dstarl,Had,NoTau,NoTau
15589,Dl,Dstarl,NoTau,NoTau
15590,Dstarl,Had,NoTau,NoTau
15591,Dstarl,Dstarstar_res,NoTau,NoTau
15592,Dl,Had,NoTau,NoTau
15593,Dl,Had,NoTau,NoTau
15594,Dstarl,Dstarstar_res,NoTau,NoTau
15595,Had,Had,NoTau,NoTau
15596,Had,Dstarl,NoTau,NoTau
15597,Dstarl,Dstarl,NoTau,NoTau
15598,Had,Dl,NoTau,NoTau
15599,Had,Had,NoTau,NoTau
15600,Dstarl,Had,NoTau,NoTau
15601,Dstarstar_res,Dstarl,NoTau,NoTau
15602,Dstarl,Had,NoTau,NoTau
15603,Dstarstar_res,Dl,NoTau,NoTau
15604,Dstarstar_res,Dstarl,NoTau,NoTau
15605,Had,Dl,NoTau,NoTau
15606,Had,Had,NoTau,NoTau
15607,Had,Dstarl,NoTau,NoTau
15608,Had,Had,NoTau,NoTau
15609,Had,Dstarl,NoTau,NoTau
15610,Had,Had,NoTau,NoTau
15611,Dstarl,Had,NoTau,NoTau
15612,Dstarstar_nonres,Dstarl,NoTau,NoTau
15613,Had,Dl,NoTau,NoTau
15614,Had,Dstarl,NoTau,NoTau
15615,Dstarl,Had,NoTau,NoTau
15616,Had,Had,NoTau,NoTau
15617,Had,Dstarl,NoTau,NoTau
15618,Had,Dstarstar_res,NoTau,NoTau
15619,Had,Dstarl,NoTau,NoTau
15620,Dstarl,Dl,NoTau,NoTau
15621,Dstarl,Had,NoTau,NoTau
15622,Had,Had,NoTau,NoTau
15623,Dstarl,Dstarl,NoTau,NoTau
15624,Had,Had,NoTau,NoTau
15625,Dstarl,Had,NoTau,NoTau
15626,Had,Had,NoTau,NoTau
15627,Dstarl,Dstarstar_res,NoTau,NoTau
15628,Dtau,Dstarstar_res,tau_h,NoTau
15629,Dstarl,Had,NoTau,NoTau
15630,Dstartau,Dstarl,tau_h,NoTau
15631,Had,Dstarl,NoTau,NoTau
15632,Dstarstar_res,Had,NoTau,NoTau
15633,Dstarstar_res,Dl,NoTau,NoTau
15634,Dstarl,Dstarstar_res,NoTau,NoTau
15635,Had,Dstarstar_nonres,NoTau,NoTau
15636,Dstarl,Had,NoTau,NoTau
15637,Had,Had,NoTau,NoTau
15638,Dstarl,Dl,NoTau,NoTau
15639,Had,Dstarstar_res,NoTau,NoTau
15640,Had,Dl,NoTau,NoTau
15641,Had,Had,NoTau,NoTau
15642,Dstarl,Had,NoTau,NoTau
15643,SL,Had,NoTau,NoTau
15644,Dstarl,Dstarl,NoTau,NoTau
15645,Dstarstar_res,Had,NoTau,NoTau
15646,Had,Dstarstar_res,NoTau,NoTau
15647,Dstarl,Had,NoTau,NoTau
15648,Had,Had,NoTau,NoTau
15649,Dstarl,Had,NoTau,NoTau
15650,Dstarl,Had,NoTau,NoTau
15651,Dstarl,Dstarstar_res,NoTau,NoTau
15652,Dl,Dstarl,NoTau,NoTau
15653,SL,Had,NoTau,NoTau
15654,Dl,Dstarstar_res,NoTau,NoTau
15655,Had,Had,NoTau,NoTau
15656,Dstarl,Had,NoTau,NoTau
15657,Dstarl,Dstarstar_res,NoTau,NoTau
15658,Had,Dstarl,NoTau,NoTau
15659,Dl,Had,NoTau,NoTau
15660,Dl,Had,NoTau,NoTau
15661,Dstarstar_res,Dstarl,NoTau,NoTau
15662,Had,Dstarstar_res,NoTau,NoTau
15663,Had,Dl,NoTau,NoTau
15664,Dstarstar_res,Dl,NoTau,NoTau
15665,Had,Dstarl,NoTau,NoTau
15666,Dstarl,Had,NoTau,NoTau
15667,Had,Dstarstar_res,NoTau,NoTau
15668,Dstarstar_res,Dl,NoTau,NoTau
15669,Had,Dstarstar_res,NoTau,NoTau
15670,Dstarstar_res,Dstarl,NoTau,NoTau
15671,Had,Had,NoTau,NoTau
15672,Had,Dstarl,NoTau,NoTau
15673,Had,Dstarl,NoTau,NoTau
15674,Dstarl,Had,NoTau,NoTau
15675,Dl,Had,NoTau,NoTau
15676,Dl,Had,NoTau,NoTau
15677,Dstarl,Had,NoTau,NoTau
15678,Dstarl,Had,NoTau,NoTau
15679,Dl,Dstarl,NoTau,NoTau
15680,Dstartau,Had,tau_h,NoTau
15682,Had,Had,NoTau,NoTau
15683,Dstarl,Had,NoTau,NoTau
15684,Had,Had,NoTau,NoTau
15685,Had,Dl,NoTau,NoTau
15686,Dstarstar_res,Dstarstar_nonres,NoTau,NoTau
15687,Had,Dstarl,NoTau,NoTau
15688,Had,Had,NoTau,NoTau
15689,Had,Dstarl,NoTau,NoTau
15690,Had,Dstarl,NoTau,NoTau
15691,Had,Had,NoTau,NoTau
15692,Dstarl,Dstarl,NoTau,NoTau
15693,Dstarl,Had,NoTau,NoTau
15694,Had,Dstarl,NoTau,NoTau
15695,Had,Dl,NoTau,NoTau
15696,Had,Had,NoTau,NoTau
15697,Dstarstar_res,Dstarl,NoTau,NoTau
15698,Had,Dstarstar_res,NoTau,NoTau
15699,Dstarstar_res,Had,NoTau,NoTau
15700,Had,Dl,NoTau,NoTau
15701,Dstarl,Dstarstar_res,NoTau,NoTau
15702,Dstarl,Dstarl,NoTau,NoTau
15703,Had,Dl,NoTau,NoTau
15704,Dstarl,Had,NoTau,NoTau
15705,Dstarl,Dstarl,NoTau,NoTau
15706,Had,Had,NoTau,NoTau
15707,Had,Dl,NoTau,NoTau
15708,Dstarl,Had,NoTau,NoTau
15709,Dl,Dl,NoTau,NoTau
15710,Dstarstar_res,Dstarstar_res,NoTau,NoTau
15711,Had,Dl,NoTau,NoTau
15712,Dstarl,Dstarl,NoTau,NoTau
15713,Had,Dl,NoTau,NoTau
15714,Dl,Had,NoTau,NoTau
15715,Had,Dstarl,NoTau,NoTau
15716,Had,Dstarl,NoTau,NoTau
15717,Dstarl,Dstarl,NoTau,NoTau
15718,Dstarstar_res,Dstarstar_res,NoTau,NoTau
15719,Had,Dstarstar_res,NoTau,NoTau
15720,Dstarl,Dstarl,NoTau,NoTau
15721,Dl,Had,NoTau,NoTau
15722,Dl,Dstarl,NoTau,NoTau
15723,Had,Dstarl,NoTau,NoTau
15724,Dl,Had,NoTau,NoTau
15725,Dl,Dtau,NoTau,tau_h
15726,Dstarstar_res,Dstarl,NoTau,NoTau
15727,Dstarstar_res,Dstarstar_res,NoTau,NoTau
15728,SL,Had,NoTau,NoTau
15729,Had,Dstarl,NoTau,NoTau
15730,Had,Dstarl,NoTau,NoTau
15731,Had,Had,NoTau,NoTau
15732,Dstarl,Dstarstar_res,NoTau,NoTau
15733,Dstarl,Dstarl,NoTau,NoTau
15734,Dstarl,Had,NoTau,NoTau
15735,Had,Dl,NoTau,NoTau
15736,Dstarl,Dstarl,NoTau,NoTau
15737,Dl,Dstarstar_res,NoTau,NoTau
15738,Dtau,Dl,tau_h,NoTau
15739,Had,Dstarl,NoTau,NoTau
15740,Had,Dstarl,NoTau,NoTau
15741,Dstarl,Dl,NoTau,NoTau
15742,Had,Had,NoTau,NoTau
15743,Had,Had,NoTau,NoTau
15744,Dstarl,Dstarstar_res,NoTau,NoTau
15745,Dstarl,Had,NoTau,NoTau
15746,Dstarl,Had,NoTau,NoTau
15747,Dstarl,Dstarl,NoTau,NoTau
15748,Had,Had,NoTau,NoTau
15749,Dstarstar_res,Had,NoTau,NoTau
15750,Dstarl,Dstarl,NoTau,NoTau
15751,Had,Had,NoTau,NoTau
15752,Dstarl,Dstarstar_res,NoTau,NoTau
15753,Had,Dl,NoTau,NoTau
15754,Had,Had,NoTau,NoTau
15755,Had,Dstarl,NoTau,NoTau
15756,Dstarl,Dstarl,NoTau,NoTau
15757,Dstarl,Had,NoTau,NoTau
15758,Had,Dstarl,NoTau,NoTau
15759,Had,Dstarl,NoTau,NoTau
15760,Had,Dstarl,NoTau,NoTau
15761,Dstarl,Dstarl,NoTau,NoTau
15762,Had,Had,NoTau,NoTau
15763,Had,Had,NoTau,NoTau
15764,Had,Dl,NoTau,NoTau
15765,Dstarl,Had,NoTau,NoTau
15766,Dstarstar_res,Dstarl,NoTau,NoTau
15767,Dstarl,Had,NoTau,NoTau
15768,Dstarl,Dl,NoTau,NoTau
15769,Had,Dl,NoTau,NoTau
15770,Dstarstar_res,Dstarl,NoTau,NoTau
15771,Had,Dl,NoTau,NoTau
15772,null,Dstarl,NoTau,NoTau
15773,Dstarstar_nonres,Had,NoTau,NoTau
15774,Dstarstar_res,Had,NoTau,NoTau
15775,Had,Dl,NoTau,NoTau
15776,Dstarl,Had,NoTau,NoTau
15777,Had,Dstarl,NoTau,NoTau
15778,Dstarl,Dstarl,NoTau,NoTau
15779,Had,Dstarl,NoTau,NoTau
15780,Dstarl,Had,NoTau,NoTau
15781,Had,Dstarl,NoTau,NoTau
15782,Had,Had,NoTau,NoTau
15783,Had,Had,NoTau,NoTau
15784,Had,Dstarstar_res,NoTau,NoTau
15785,Had,Dstarl,NoTau,NoTau
15786,Had,Dstarl,NoTau,NoTau
15787,Dstarl,Had,NoTau,NoTau
15788,Dstarl,Dstarl,NoTau,NoTau
15789,Dstarl,Had,NoTau,NoTau
15790,Dstarl,Dl,NoTau,NoTau
15791,Dl,Dstarstar_res,NoTau,NoTau
15792,Had,Had,NoTau,NoTau
15793,Had,Dl,NoTau,NoTau
15794,Had,Dstarl,NoTau,NoTau
15795,Dstarl,Had,NoTau,NoTau
15796,Had,Dl,NoTau,NoTau
15797,Dstarl,Had,NoTau,NoTau
15798,Dstarl,Had,NoTau,NoTau
15799,Dstarstar_res,Dstarl,NoTau,NoTau
15800,Dstarl,Had,NoTau,NoTau
15801,Dl,Had,NoTau,NoTau
15802,Dstarl,Dstarl,NoTau,NoTau
15803,Dstarl,Dstarl,NoTau,NoTau
15804,Dl,Had,NoTau,NoTau
15805,Dl,Dstarl,NoTau,NoTau
15806,Had,Had,NoTau,NoTau
15807,Dstarstar_res,Dstarl,NoTau,NoTau
15808,Dstarl,Dstarl,NoTau,NoTau
15809,Dl,Had,NoTau,NoTau
15810,Dstarl,Dstarl,NoTau,NoTau
15811,Dstarstar_res,Dstarstar_res,NoTau,NoTau
15812,Dstarstar_res,Had,NoTau,NoTau
15813,Dstarl,Had,NoTau,NoTau
15814,Had,Dstarl,NoTau,NoTau
15815,Had,Dtau,NoTau,tau_h
15816,Dstarl,Had,NoTau,NoTau
15817,Dstarstar_res,Dstarl,NoTau,NoTau
15818,Dstarstar_res,Had,NoTau,NoTau
15819,Had,Dstarl,NoTau,NoTau
15820,Had,Dstarl,NoTau,NoTau
15821,Dtau,Dl,tau_h,NoTau
15822,Dl,Dstarl,NoTau,NoTau
15823,Dstarl,Dstarl,NoTau,NoTau
15824,Had,Had,NoTau,NoTau
15825,Had,Dl,NoTau,NoTau
15826,Had,Dstarstar_nonres,NoTau,NoTau
15827,Had,Dstartau,NoTau,tau_h
15828,Had,Dstarl,NoTau,NoTau
15829,Had,Dstarl,NoTau,NoTau
15830,Had,Had,NoTau,NoTau
15831,Had,Dstarstar_res,NoTau,NoTau
15832,Dl,Had,NoTau,NoTau
15833,Dstarl,Had,NoTau,NoTau
15834,Dstarl,Dstarl,NoTau,NoTau
15835,Had,Dstarstar_res,NoTau,NoTau
15836,Had,Had,NoTau,NoTau
15837,Had,Dl,NoTau,NoTau
15838,Dl,Dstarl,NoTau,NoTau
15839,Dstarl,Had,NoTau,NoTau
15840,Had,Had,NoTau,NoTau
15841,Had,Dstarl,NoTau,NoTau
15842,Dstarl,Dstarl,NoTau,NoTau
15843,Dstarl,Dstarl,NoTau,NoTau
15844,Dl,Dl,NoTau,NoTau
15845,Had,Had,NoTau,NoTau
15846,Dl,Dstarl,NoTau,NoTau
15847,Dstarl,Had,NoTau,NoTau
15848,Dstarstar_res,Dstarstar_res,NoTau,NoTau
15849,Dstarl,Dstarstar_res,NoTau,tau_h
15850,Had,Had,NoTau,NoTau
15851,Dstartau,Dl,tau_h,NoTau
15852,Dstarstar_res,Dstarl,NoTau,NoTau
15853,Dstarl,Dstarl,NoTau,NoTau
15854,Dl,Had,NoTau,NoTau
15855,Had,Dstarl,NoTau,NoTau
15856,Dl,Had,NoTau,NoTau
15857,Dstarstar_res,Had,NoTau,NoTau
15858,Had,Dl,NoTau,NoTau
15859,Dstarl,Dstarl,NoTau,NoTau
15860,Dstarl,Dstarl,NoTau,NoTau
15861,Had,Dl,NoTau,NoTau
15862,Had,Dstarstar_nonres,NoTau,NoTau
15863,Had,Had,NoTau,NoTau
15864,Had,Dl,NoTau,NoTau
15865,Dstarl,Dstarl,NoTau,NoTau
15866,Dstarl,Had,NoTau,NoTau
15867,Had,Had,NoTau,NoTau
15868,Had,Had,NoTau,NoTau
15869,Had,Dstarl,NoTau,NoTau
15870,Had,Dstarl,NoTau,NoTau
15871,Dstarl,Dstarl,NoTau,NoTau
15872,Had,Dstarl,NoTau,NoTau
15873,Had,Dstarl,NoTau,NoTau
15874,Dl,Had,NoTau,NoTau
15875,Had,Dstarl,NoTau,NoTau
15876,Had,Had,NoTau,NoTau
15877,Dstarl,Had,NoTau,NoTau
15878,Dstarl,Dstarstar_res,NoTau,NoTau
15879,Dstarl,Dstarl,NoTau,NoTau
15880,Had,Dstarl,NoTau,NoTau
15881,Had,Had,NoTau,NoTau
15882,Dstarl,Had,NoTau,NoTau
15883,Had,Dstarstar_res,NoTau,NoTau
15884,Had,Dstarstar_res,NoTau,NoTau
15885,Dstarl,Dstarl,NoTau,NoTau
15886,Dstarl,Had,NoTau,NoTau
15887,Dstarl,Had,NoTau,NoTau
15888,Had,Dstarstar_res,NoTau,NoTau
15889,Had,Dstarl,NoTau,NoTau
15890,Had,Had,NoTau,NoTau
15891,Dl,Dstarl,NoTau,NoTau
15892,Dstarl,Had,NoTau,NoTau
15893,Dstarl,Had,NoTau,NoTau
15894,Dstarl,Had,NoTau,NoTau
15895,Dstarstar_res,Dstarl,tau_h,NoTau
15896,Dstarl,Had,NoTau,NoTau
15897,Dstarl,Dl,NoTau,NoTau
15898,Had,Dstarstar_res,NoTau,NoTau
15899,Dl,Had,NoTau,NoTau
15900,Dl,Dl,NoTau,NoTau
15901,Dstarl,Dstarstar_res,NoTau,NoTau
15902,Had,Dstarstar_res,NoTau,NoTau
15903,Dstarl,Dstarl,NoTau,NoTau
15904,Dstarstar_res,Dstarstar_res,tau_h,NoTau
15905,Dstarl,Had,NoTau,NoTau
15906,Dstarstar_nonres,Dstarl,NoTau,NoTau
15907,Dstarl,Had,NoTau,NoTau
15908,Had,Had,NoTau,NoTau
15909,Dstarl,Dstarl,NoTau,NoTau
15910,Dstarl,Had,NoTau,NoTau
15911,Dstarl,Dstarl,NoTau,NoTau
15912,Had,Dstarl,NoTau,NoTau
15913,Dstarstar_res,Dstarl,NoTau,NoTau
15914,Had,Dl,NoTau,NoTau
15915,Dl,Dstarl,NoTau,NoTau
15916,Dstarstar_nonres,Dstarstar_res,NoTau,NoTau
15917,Had,Dstarstar_res,NoTau,NoTau
15918,Had,Dstarl,NoTau,NoTau
15919,Dstarl,Had,NoTau,NoTau
15920,Dstarstar_res,Had,NoTau,NoTau
15921,Dstarl,Had,NoTau,NoTau
15922,Dstarstar_res,Dstarstar_res,NoTau,NoTau
15923,Had,Had,NoTau,NoTau
15924,Had,Dstarl,NoTau,NoTau
15925,Had,Dstarl,NoTau,NoTau
15926,Had,Dstarl,NoTau,NoTau
15927,Had,Dstarl,NoTau,NoTau
15928,Had,Dl,NoTau,NoTau
15929,Had,Dl,NoTau,NoTau
15930,Dstarstar_res,Dstarl,NoTau,NoTau
15931,Dstarstar_res,Had,NoTau,NoTau
15932,Dstarl,Dl,NoTau,NoTau
15933,Dstarstar_res,Had,NoTau,NoTau
15934,Had,Had,NoTau,NoTau
15935,Had,Dstarl,NoTau,NoTau
15936,Dstarstar_res,Dstarl,tau_h,NoTau
15937,Had,Dstarl,NoTau,NoTau
15938,Dstarl,Dl,NoTau,NoTau
15939,Had,Had,NoTau,NoTau
15940,Dstarl,Had,NoTau,NoTau
15941,Dl,Had,NoTau,NoTau
15942,Dstarstar_res,Had,NoTau,NoTau
15943,Dstarstar_res,Had,tau_mu,NoTau
15944,Dstarstar_nonres,Had,NoTau,NoTau
15945,Dstarl,Had,NoTau,NoTau
15946,Dstartau,Dstarstar_nonres,tau_h,NoTau
15947,Dstarl,Had,NoTau,NoTau
15948,Dstarstar_res,Dstarl,NoTau,NoTau
15949,Dl,Had,NoTau,NoTau
15950,Had,Had,NoTau,NoTau
15951,Dstarl,Had,NoTau,NoTau
15952,Dstarl,Dstarl,NoTau,NoTau
15953,Dstarl,Dstarl,NoTau,NoTau
15954,Had,Dstarl,NoTau,NoTau
15955,Had,Had,NoTau,NoTau
15956,Dstarl,SL,NoTau,NoTau
15957,Dstarl,Dstarl,NoTau,NoTau
15958,Had,Had,NoTau,NoTau
15959,Dstarl,Dstarl,NoTau,NoTau
15960,Dstarl,Had,NoTau,NoTau
15961,Dl,Dstarl,NoTau,NoTau
15962,Dstarl,Dl,NoTau,NoTau
15963,Dtau,Had,tau_h,NoTau
15964,Dl,Had,NoTau,NoTau
15965,Dstarl,Dstarl,NoTau,NoTau
15966,Dstarl,Had,NoTau,NoTau
15967,Had,Dstarl,NoTau,NoTau
15968,Had,Had,NoTau,NoTau
15969,Dstarl,Dtau,NoTau,tau_h
15970,Had,Dstarl,NoTau,NoTau
15971,Dstarstar_nonres,Dstarl,NoTau,NoTau
15972,Had,Dstarl,NoTau,NoTau
15973,Had,Dstarl,NoTau,NoTau
15974,Had,Dstarl,NoTau,NoTau
15975,Dstarl,Had,NoTau,NoTau
15976,Had,Dstarl,NoTau,NoTau
15977,Dstartau,Had,tau_h,NoTau
15978,Dstarstar_res,Had,NoTau,NoTau
15979,Dstarl,Dl,NoTau,NoTau
15980,Dstarl,Dstarl,NoTau,NoTau
15981,Dstarl,Dstarl,NoTau,NoTau
15982,Had,Had,NoTau,NoTau
15983,Had,Dstarl,NoTau,NoTau
15984,Dstarstar_res,Had,NoTau,NoTau
15985,Dstarstar_res,Had,NoTau,NoTau
15986,Had,Dstarstar_nonres,NoTau,NoTau
15987,Dstarstar_res,Had,NoTau,NoTau
15988,Dstarstar_res,Had,NoTau,NoTau
15989,Dstarl,Dstarl,NoTau,NoTau
15990,Dtau,Had,tau_h,NoTau
15991,Had,Dl,NoTau,NoTau
15992,Had,Dl,NoTau,NoTau
15993,Dl,Dstarl,NoTau,NoTau
15994,Had,Had,NoTau,NoTau
15995,Dstarstar_res,Dstarl,NoTau,NoTau
15996,Dl,Dstarstar_res,NoTau,NoTau
15997,Dl,Had,NoTau,NoTau
15998,Had,Had,NoTau,NoTau
15999,Dstarstar_res,Dstarl,NoTau,NoTau
16000,Had,Dstarl,NoTau,NoTau
16001,Had,Dstarl,NoTau,NoTau
16002,Had,Dstarl,NoTau,NoTau
16003,Dstarl,Dstarl,NoTau,NoTau
16004,Had,Dstarl,NoTau,NoTau
16005,Had,Dstarl,NoTau,NoTau
16006,Dstarl,Had,NoTau,NoTau
16007,Had,Dstarl,NoTau,NoTau
16008,Dl,Dstarl,NoTau,NoTau
16009,Dstarstar_res,Had,NoTau,NoTau
16010,Dstartau,Dstarl,tau_mu,NoTau
16011,Had,Dstarl,NoTau,NoTau
16012,Dl,Dstarl,NoTau,NoTau
16013,Dstarl,Dl,NoTau,NoTau
16014,Dstarstar_res,Dstarstar_res,NoTau,NoTau
16015,Had,Had,NoTau,NoTau
16016,Had,Dstarl,NoTau,NoTau
16017,Had,Dstarl,NoTau,NoTau
16018,Had,Had,NoTau,NoTau
16019,Dstarl,Dstarl,NoTau,NoTau
16020,Dstarl,Dstarl,NoTau,NoTau
16021,Had,Had,NoTau,NoTau
16022,Dstarl,Dl,NoTau,NoTau
16023,Dstarl,Had,NoTau,NoTau
16024,Had,Dstarl,NoTau,NoTau
16025,Had,Had,NoTau,NoTau
16026,Dstarstar_res,Dstarl,NoTau,NoTau
16027,Dstarstar_res,Had,NoTau,NoTau
16028,Had,Dstarl,NoTau,NoTau
16029,Dstarl,Had,NoTau,NoTau
16030,Dstarstar_res,Had,NoTau,NoTau
16031,Dstarstar_res,Dstarl,NoTau,NoTau
16032,Dstarl,Dstarl,NoTau,NoTau
16033,Had,Dstarl,NoTau,NoTau
16034,Had,Dstarstar_res,NoTau,NoTau
16035,Dstarl,Dstarl,NoTau,NoTau
16036,Had,Dstarl,NoTau,NoTau
16037,Dstarstar_res,Dl,NoTau,NoTau
16038,Had,Dstarl,NoTau,NoTau
16039,Dstarl,Dstarstar_nonres,NoTau,NoTau
16040,Had,Dstarl,NoTau,NoTau
16041,Had,Had,NoTau,NoTau
16042,Had,Dstarl,NoTau,NoTau
16043,Dl,Dstarstar_res,NoTau,NoTau
16044,Dstarl,Had,NoTau,NoTau
16045,Had,Dstarl,NoTau,NoTau
16046,Dl,Had,NoTau,NoTau
16047,Had,Dstarl,NoTau,NoTau
16048,Dl,Had,NoTau,NoTau
16049,Dstarl,Had,NoTau,NoTau
16050,Had,Dstarl,NoTau,NoTau
16051,Dstarl,Had,NoTau,NoTau
16052,Dstarl,Dstarl,NoTau,NoTau
16053,Dl,Had,NoTau,NoTau
16054,Had,Dstarstar_res,NoTau,NoTau
16055,Had,Had,NoTau,NoTau
16056,Had,Dstarl,NoTau,NoTau
16057,Had,Dstarl,NoTau,NoTau
16058,Dstarl,Dstarstar_res,NoTau,NoTau
16059,Had,Had,NoTau,NoTau
16060,Dstarl,Dstarl,NoTau,NoTau
16061,Dstarl,Had,NoTau,NoTau
16062,Had,Had,NoTau,NoTau
16063,Had,Dstarl,NoTau,NoTau
16064,Dstarl,Dstarl,NoTau,NoTau
16065,Dl,Dstarstar_res,NoTau,NoTau
16066,Dl,Dstarl,NoTau,NoTau
16067,Dstarl,Dstartau,NoTau,tau_h
16068,Dl,Dstarstar_res,NoTau,NoTau
16069,Dstarstar_res,Dl,NoTau,NoTau
16070,Dstarstar_res,Dstarl,NoTau,NoTau
16071,Dstarl,Had,NoTau,NoTau
16072,Dl,Had,NoTau,NoTau
16073,Had,Dstarl,NoTau,NoTau
16074,Had,Had,NoTau,NoTau
16075,Dstarstar_res,Dstarl,NoTau,NoTau
16076,Dstarstar_res,Had,NoTau,NoTau
16077,Had,Dstarl,NoTau,NoTau
16078,Dstarl,Dstarl,NoTau,NoTau
16079,Dl,Dstarl,NoTau,NoTau
16080,Had,Dstarstar_res,NoTau,NoTau
16081,Dstarl,Had,NoTau,NoTau
16082,Had,Had,NoTau,NoTau
16083,Dstarstar_res,Had,NoTau,NoTau
16084,Had,Dstarl,NoTau,NoTau
16085,Had,Dstarstar_res,NoTau,NoTau
16086,Dstarl,Had,NoTau,NoTau
16087,Dstarl,Dstartau,NoTau,tau_e
16088,Dl,Dstarl,NoTau,NoTau
16089,Dstarl,Had,NoTau,NoTau
16090,Dstartau,Dstarstar_res,tau_h,NoTau
16091,Dstarstar_res,Dstarstar_res,NoTau,tau_h
16092,Dstarl,Dstartau,NoTau,tau_h
16093,Had,Had,NoTau,NoTau
16094,Had,Had,NoTau,NoTau
16095,Dstarstar_res,Had,NoTau,NoTau
16096,Had,Dstarstar_res,NoTau,NoTau
16097,Dstarl,Dstarl,NoTau,NoTau
16098,Dstarl,Dstarl,NoTau,NoTau
16099,Dstarl,Had,NoTau,NoTau
16100,Had,Dstarstar_nonres,NoTau,NoTau
16101,Had,Had,NoTau,NoTau
16102,Dstarl,Dstarstar_res,NoTau,NoTau
16103,Dstarl,Had,NoTau,NoTau
16104,Dstarl,Had,NoTau,NoTau
16105,Had,Had,NoTau,NoTau
16106,Dl,Dtau,NoTau,tau_h
16107,Had,Dl,NoTau,NoTau
16108,Dstarstar_res,Dstarl,tau_h,NoTau
16109,Had,Dl,NoTau,NoTau
16110,Had,Dstarl,NoTau,NoTau
16111,Had,Dstarstar_res,NoTau,tau_e
16112,Dl,Dstarl,NoTau,NoTau
16113,Dl,Dstarstar_res,NoTau,NoTau
16114,Dstarl,Dstartau,NoTau,tau_h
16115,Dl,Dstarstar_res,NoTau,NoTau
16116,Dstarl,Dstarl,NoTau,NoTau
16117,Had,Dl,NoTau,NoTau
16118,Had,Had,NoTau,NoTau
16119,Dl,Dstarl,NoTau,NoTau
16120,Dstarl,Had,NoTau,NoTau
16121,Dstarl,Dstarstar_res,NoTau,NoTau
16122,Had,Dstartau,NoTau,tau_h
16123,Had,Had,NoTau,NoTau
16124,Dstarstar_res,Dstarl,NoTau,NoTau
16125,Had,Dstarl,NoTau,NoTau
16126,Dstarstar_res,Dstarstar_res,NoTau,NoTau
16127,Dl,Dstarstar_res,NoTau,NoTau
16128,Dstarstar_res,Dstarstar_res,NoTau,tau_h
16129,Had,Dstarl,NoTau,NoTau
16130,Dstarstar_res,Had,NoTau,NoTau
16131,Had,Dtau,NoTau,tau_h
16132,Dstarl,Dstarstar_res,NoTau,NoTau
16133,Dstarl,Had,NoTau,NoTau
16134,Had,Dstarl,NoTau,NoTau
16135,Dstarl,Dstarstar_res,NoTau,NoTau
16136,Had,Dstarstar_nonres,NoTau,NoTau
16137,Had,Had,NoTau,NoTau
16138,Dstarstar_res,Had,NoTau,NoTau
16139,Dstarl,Dstarstar_res,NoTau,NoTau
16140,Dstarstar_nonres,Dl,NoTau,NoTau
16141,Had,Dl,NoTau,NoTau
